CTT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filial;C Custo;Classe;Cond Normal;Desc Moeda 1;CC Bloq;Dt Ini Exist;Dt Fim Exist;CC Lucr/Perd;CC Ponte LP;Conf. Livros;CC Superior;Cod Red. CC.;Tipo Lotação;Cnt Reg Niv1;Regra Nivel2;Tp eSocial;Regra Nivel3;Nome Tomador;Item Obrigat;Cl.Vlr Obrig;Aceita Item;Aceita Cl.Vl;C.C.Var.Mon.;CC.Red. Var.;C. Sinco;Operacao;T.Insc.Tomad;CNPJ/CEI Tom;Insc eSocial;End.Tomador;Bair.Tomador;Cep Tomador;Estado;Cod.Munic.;Mun.Tomador;Cód. FPAS;Terc FPAS;% Empresa;% Terceiros;% Acid.Trab.;Fat.Acd.Prev;% RAT;Ocorrencia;Vlr.Fatura;Vlr.Retido;Rec.Fatur.;Ind.Cont.Pat;Cód CNAE;T.InsContrat;N.InsContrat;T.InsProprie;N.InsProprie;Int. Reserve;Sinc Reserve;Ativ.01 Ob.;Ativ.02 Ob.;Ativ.03 Ob.;Ativ.04 Ob.;Outr.At.Ob?;Ativ.01 Ac.;Ativ.02 Ac.;Ativ.03 Ac.;Ativ.04 Ac.;Ac.Outra At?;Grp.Aprov CP;CC Anterior
01;1104120401;Analitico;Receita;OLIMPICA - GFF;Nao Bloqueado;01/01/1980;  /  /    ;1104120401;;;11041204;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;03;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1104120403;Analitico;Receita;SUB 20 - GFF;Nao Bloqueado;01/01/1980;  /  /    ;1104120403;;;11041204;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;03;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1104120404;Analitico;Receita;SUB 17 - GFF;Nao Bloqueado;01/01/1980;  /  /    ;1104120404;;;11041204;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;03;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1104120405;Analitico;Receita;SUB 15 - GFF;Nao Bloqueado;01/01/1980;  /  /    ;1104120405;;;11041204;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;03;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1104120406;Analitico;Receita;FIFA SERIES;Nao Bloqueado;01/01/1980;  /  /    ;1104120406;;;11041204;;01;;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;099;0;0;0;0;0;03;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;11041205;Analitico;Receita;SELECAO DE BEACH SOCCER;Nao Bloqueado;01/01/1980;  /  /    ;11041205;;;110412;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1104120501;Analitico;Receita;MASCULINA PRINCIPAL - BEACH SOCCER;Nao Bloqueado;01/01/1980;  /  /    ;1104120501;;;11041205;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;;;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1104120502;Analitico;Receita;FEMININA PRINCIPAL - BEACH SOCCER;Nao Bloqueado;01/01/1980;  /  /    ;1104120502;;;11041205;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;;;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1104120503;Analitico;Receita;SUB 20 MASCULINA - BEACH SOCCER;Nao Bloqueado;01/01/1980;  /  /    ;1104120503;;;11041205;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;;;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;11041216;Analitico;Receita;SELECAO DE FUTSAL;Nao Bloqueado;01/01/1980;  /  /    ;11041216;;;110412;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1104121601;Analitico;Receita;MASCULINA PRINCIPAL - FUTSAL;Nao Bloqueado;01/01/1980;  /  /    ;1104121601;;;11041216;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1104121602;Analitico;Receita;FEMININA PRINCIPAL - FUTSAL;Nao Bloqueado;01/01/1980;  /  /    ;1104121602;;;11041216;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1104121603;Analitico;Receita;SUB 20 MASCULINA - FUTSAL;Nao Bloqueado;01/01/1980;  /  /    ;1104121603;;;11041216;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1104121604;Analitico;Receita;SUB 20 FEMININA - FUTSAL;Nao Bloqueado;01/01/1980;  /  /    ;1104121604;;;11041216;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;1104121605;Analitico;Receita;SUB 17 MASCULINO - FUTSAL;Nao Bloqueado;01/01/1980;  /  /    ;1104121605;;;11041216;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;11041217;Analitico;Receita;E-SELECAO;Nao Bloqueado;01/01/1980;  /  /    ;11041217;;;110412;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;110413;Analitico;Despesa;SECRETARIA GERAL - SGE;Nao Bloqueado;01/01/1980;  /  /    ;110413;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110414;Analitico;Despesa;DEPARTAMENTO DE ACERVOS E MEMORIAS;Nao Bloqueado;01/01/1980;  /  /    ;110414;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110415;Analitico;Despesa;DEPARTAMENTO DE PROTOCOLO E ARQUIVO;Nao Bloqueado;01/01/1980;  /  /    ;110415;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110416;Analitico;Despesa;DEPARTAMENTO DE ALMOXARIFADO;Nao Bloqueado;01/01/1980;  /  /    ;110416;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110417;Analitico;Despesa;DEPARTAMENTO DE COMPRAS;Nao Bloqueado;01/01/1980;  /  /    ;110417;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;110418;Analitico;Despesa;DEPARTAMENTO DE SERVICOS GERAIS;Nao Bloqueado;01/01/1980;  /  /    ;110418;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110419;Analitico;Despesa;DEPARTAMENTO DE TRANSPORTE E HOPEDAGEM;Nao Bloqueado;01/01/1980;  /  /    ;110419;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110420;Analitico;Despesa;DEPARTAMENTO DE TELEFONIA E RECEPCAO;Nao Bloqueado;01/01/1980;  /  /    ;110420;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;110421;Analitico;Despesa;DEPARTAMENTO DE TRADUCAO E VERSAO;Nao Bloqueado;01/01/1980;  /  /    ;110421;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110422;Analitico;Despesa;DEPARTAMENTO PESSOAL;Nao Bloqueado;01/01/1980;  /  /    ;110422;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110423;Analitico;Despesa;ESTOQUE MATRIZ;Nao Bloqueado;01/01/1980;  /  /    ;110423;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110424;Analitico;Despesa;DEPARTAMENTO DE TECNOLOGIA DA INFORMACAO;Nao Bloqueado;01/01/1980;  /  /    ;110424;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110425;Analitico;Despesa;COPA FUNCIONARIOS;Nao Bloqueado;01/01/1980;  /  /    ;110425;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110426;Analitico;Receita;GRANJA COMARY - CETRHEN;Nao Bloqueado;01/01/1980;  /  /    ;110426;;;1104;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;11042601;Analitico;Receita;ADMINISTRATIVO GRANJA COMARY;Nao Bloqueado;01/01/1980;  /  /    ;11042601;;;110426;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;11042602;Analitico;Receita;RESTAURANTE GRANJA COMARY;Nao Bloqueado;01/01/1980;  /  /    ;11042602;;;110426;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;11042603;Analitico;Receita;OPERAÇÃO E MANUTENÇÃO GRANJA COMARY;Nao Bloqueado;01/01/1980;  /  /    ;11042603;;;110426;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;11042604;Analitico;Receita;ALMOXARIFADO GRANJA COMARY;Nao Bloqueado;01/01/1980;  /  /    ;11042604;;;110426;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;11042605;Analitico;Receita;HELIPONTO GRANJA COMARY;Nao Bloqueado;01/01/1980;  /  /    ;11042605;;;110426;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;11042606;Analitico;Receita;REFORMA GRANJA - CONMEBOL F. EXECUTIVO;Nao Bloqueado;01/01/1980;  /  /    ;11042606;;;110426;;01;;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;110427;Analitico;Receita;CBF SOCIAL;Nao Bloqueado;01/01/1980;  /  /    ;110427;;;1104;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110428;Analitico;Despesa;RELACOES INTERNACIONAIS;Nao Bloqueado;01/01/1980;  /  /    ;110428;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;11042801;Analitico;Despesa;ESCRITÓRIO INTERNACIONAL CBF;Nao Bloqueado;01/01/1980;  /  /    ;11042801;;;110428;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;110429;Analitico;Despesa;DIRECAO DE ETICA E TRANSPARENCIA - DET;Nao Bloqueado;01/01/1980;  /  /    ;110429;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;21030101
01;110430;Analitico;Despesa;DIRETORIA EXECUTIVA DE GESTAO - DEG;Nao Bloqueado;01/01/1980;  /  /    ;110430;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;21040202
01;110431;Analitico;Despesa;DIRETORIA DE GOVERNANCA E CONFORMIDADE;Nao Bloqueado;01/01/1980;  /  /    ;110431;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;21040301
01;110432;Analitico;Receita;DIRECAO DESENVOLVIMENTO DO FUTEBOL - DDF;Nao Bloqueado;01/01/1980;  /  /    ;110432;;;1104;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;17;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;21040802
01;110433;Analitico;Despesa;DIRETORIA DE MIDIA  - DMI;Nao Bloqueado;01/01/1980;  /  /    ;110433;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;21040804
01;110434;Analitico;Despesa;DIRETORIA COMERCIAL - DCOM;Nao Bloqueado;01/01/1980;  /  /    ;110434;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;21041101
01;110435;Analitico;Despesa;DEPARTAMENTO DE OPERACAO E MANUTENCAO;Nao Bloqueado;01/01/1980;  /  /    ;110435;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;21041103
01;11043501;Analitico;Despesa;OPERACAO E MANUTENCAO - SEDE;Nao Bloqueado;01/01/1980;  /  /    ;11043501;;;110435;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;11043502;Analitico;Despesa;OPERACAO E MANUTENCAO - STJD;Nao Bloqueado;01/01/1980;  /  /    ;11043502;;;110435;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;11043503;Analitico;Despesa;OPERACAO E MANUTENCAO - VAR;Nao Bloqueado;01/01/1980;  /  /    ;11043503;;;110435;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;110436;Analitico;Despesa;UNIDADE DE INTEGRIDADE;Nao Bloqueado;01/01/1980;  /  /    ;110436;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;21041106
01;110437;Analitico;Despesa;DIRETORIA EXECUTIVA ADMINISTRATIVA - DEA;Nao Bloqueado;01/01/1980;  /  /    ;110437;;;1104;;01;000002;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;18;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;21041109
01;1105;Sintetico;Receita;CAMPEONATOS E PARTIDAS;Nao Bloqueado;01/01/1980;  /  /    ;1105;;;11;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;110501;Analitico;Receita;BRASILEIRO - SERIE A;Nao Bloqueado;01/01/1980;  /  /    ;110501;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;04;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;21041111
01;110502;Analitico;Receita;BRASILEIRO - SERIE B;Nao Bloqueado;01/01/1980;  /  /    ;110502;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;05;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;21041113
01;110503;Analitico;Receita;BRASILEIRO - SERIE C;Nao Bloqueado;01/01/1980;  /  /    ;110503;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;06;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;21041115
01;110504;Analitico;Receita;BRASILEIRO - SERIE D;Nao Bloqueado;01/01/1980;  /  /    ;110504;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;07;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;1111;21041117
01;110505;Analitico;Receita;COPA DO BRASIL - MASCULINO;Nao Bloqueado;01/01/1980;  /  /    ;110505;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;08;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;21041119
01;110506;Analitico;Receita;COPA DO BRASIL - FEMININO;Nao Bloqueado;01/01/1980;  /  /    ;110506;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;09;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;21041121
01;110507;Analitico;Receita;COPA DO BRASIL SUB-20;Nao Bloqueado;01/01/1980;  /  /    ;110507;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;10;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;110508;Analitico;Receita;COPA NORDESTE;Nao Bloqueado;01/01/1980;  /  /    ;110508;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;11;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;210413
01;110509;Analitico;Receita;COPA LIBERTADORES DA AMERICA;Nao Bloqueado;01/01/1980;  /  /    ;110509;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;110510;Analitico;Receita;COPA SULAMERICANA;Nao Bloqueado;01/01/1980;  /  /    ;110510;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;210438
01;110511;Analitico;Receita;OUTRAS COMPETICOES;Nao Bloqueado;01/01/1980;  /  /    ;110511;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;110512;Analitico;Receita;COPA DO BRASIL SUB 17;Nao Bloqueado;01/01/1980;  /  /    ;110512;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;12;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;11051201;Analitico;Receita;COPA DO BRASIL MASCULINA - SUB 15;Nao Bloqueado;01/01/1980;  /  /    ;11051201;;;110512;;01;;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;099;0;0;0;0;0;19;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;110513;Analitico;Receita;RECOPA SULAMERICANA;Nao Bloqueado;01/01/1980;  /  /    ;110513;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;37;21042823
01;110514;Analitico;Receita;CAMPEONATO BRASILEIRO FUT FEMININO A1;Nao Bloqueado;01/01/1980;  /  /    ;110514;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;13;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;2028;21044002
01;110515;Analitico;Receita;COPA SURUGA;Nao Bloqueado;01/01/1980;  /  /    ;110515;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;
01;110516;Analitico;Receita;COPA VERDE;Nao Bloqueado;01/01/1980;  /  /    ;110516;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;14;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110517;Analitico;Receita;CAMPEONATO BRASILEIRO SERIE A SUB-20;Nao Bloqueado;01/01/1980;  /  /    ;110517;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;15;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110518;Analitico;Receita;CAMPEONATO BRASILEIRO FUT FEMININO A2;Nao Bloqueado;01/01/1980;  /  /    ;110518;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;13;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110519;Analitico;Receita;E-BRASILEIRAO;Nao Bloqueado;01/01/1980;  /  /    ;110519;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110520;Analitico;Receita;CAMPEONATO BRASILEIRO DE ASPIRANTES;Nao Bloqueado;01/01/1980;  /  /    ;110520;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110521;Analitico;Receita;COPA BRASIL DE SELECOES ESTADUAIS SUB 20;Nao Bloqueado;01/01/1980;  /  /    ;110521;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110522;Analitico;Receita;COPA LIBERTADORES FUTSAL;Nao Bloqueado;01/01/1980;  /  /    ;110522;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110523;Analitico;Receita;COPA LIBERTADORES FEMININO;Nao Bloqueado;01/01/1980;  /  /    ;110523;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110524;Analitico;Receita;COPA SULAMERICANA BEACH SOCCER;Nao Bloqueado;01/01/1980;  /  /    ;110524;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
01;110525;Analitico;Receita;LIGA NORTE DE FUTSAL;Nao Bloqueado;01/01/1980;  /  /    ;110525;;;1105;;01;000001;;;;;Nao;Nao;Sim;Sim;;;;;;.   .   /    -;;;;-;;;;566;0099;0;0;0;0;0;16;0;0;;;- /;;;;;Não;Pendente inclusão;;;;;;;;;;;;2
